ID,TeamNumber,MatchNumber,ScoutName,AutoNumberOfCycles,AutoShootingSpeed,AutoBallsPerCycle,AutoAccuracy,AutoRobotSpeed,AutoClimbingLevel,TeleNumberOfCycles,TeleShootingSpeed,TeleBallsPerCycle,TeleAccuracy,TeleRobotSpeed,TeleClimbingLevel,Score,DefenseScore,Comments
620,4473,34,DAB,0.00,1.00,1.00,1.00,1.00,0.00,5.00,1.00,1.00,1.00,0.00,0.00,2.00,0.00,"Missed all shots for first minute, then was able to shoot accurately."
609,4546,23,td,0.00,2.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,1.00,0.00,0.00,0.00,Can pick from the floor. 
430,4546,5,rachel,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,2.00,2.00,0.00,2.00,0.00,Shooting good but choose not to shoot a lot. just hung out in middle pushing balls to their side
505,4546,33,Jennifer,1.00,3.00,2.00,3.00,1.00,0.00,1.00,3.00,2.00,2.00,3.00,0.00,2.00,0.00,Good feeder to endzone. Had technical issues. Red light stopped flashing. did not recover.
566,4546,28,Zander,1.00,2.00,2.00,3.00,1.00,0.00,1.00,2.00,2.00,3.00,2.00,0.00,2.00,0.00,Intake stopped working early. it had a ball jammed and it came unstuck but they still didnt pick anything up
514,4546,42,Jennifer,1.00,2.00,2.00,2.00,1.00,0.00,3.00,2.00,2.00,2.00,2.00,0.00,1.00,0.00,Push fuel to Alliance. slow to pick up. slow to position and shoot.
438,4546,13,rachel,1.00,1.00,1.00,1.00,1.00,0.00,5.00,2.00,1.00,2.00,2.00,0.00,4.00,0.00,Does it all good. only draw back is that they can't hold a lot. 
595,4546,9,DAB,1.00,2.00,2.00,2.00,2.00,0.00,6.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,
494,4564,22,Jennifer,1.00,2.00,1.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,Good feeder to endzone. Can pick from the floor. Became defense bot after auto.
528,4564,37,Jean/Louis,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,2.00,3.00,2.00,0.00,2.00,0.00,Didn't start working until 1 minute 30 seconds left.
397,4564,18,ibalye,1.00,2.00,2.00,2.00,2.00,0.00,3.00,3.00,2.00,2.00,1.00,0.00,2.00,0.00,Decent.
475,4564,3,Ian,0.00,0.00,0.00,0.00,2.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,4.00,3.00,"Rough start, but good endgame. No shooting in auto. Shot faster and more accurately at the end."
420,4564,41,potato james,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,1.00,2.00,1.00,3.00,2.00,0.00,Bumper broke
616,4564,30,DAB,0.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,Stopped being accurate with shooting with last two cycles.
598,4564,12,scott,1.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Excellent!
657,4761,23,Chloe,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,Got stuck on top the balls most of the match
479,4761,7,Jennifer,1.00,0.00,2.00,3.00,2.00,0.00,3.00,2.00,3.00,2.00,3.00,0.00,3.00,0.00,Picks up fuel fast. Can pick from the floor. 
499,4761,27,Ian,1.00,3.00,2.00,2.00,2.00,0.00,3.00,2.00,3.00,2.00,2.00,0.00,3.00,3.00,"Played defense only for a small part of the match. Sometimes did not entirely unload its hopper, saving some fuel."
381,4761,1,Finn,1.00,3.00,1.00,3.00,1.00,0.00,4.00,2.00,2.00,2.00,1.00,0.00,3.00,0.00,Inconsistent performance but still able to score.
461,4761,36,James,1.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,3.00,2.00,2.00,0.00,3.00,0.00,4761
531,4761,40,Chloe,1.00,2.00,2.00,1.00,2.00,0.00,4.00,2.00,3.00,2.00,2.00,0.00,3.00,0.00,cant reverse intake to vomit balls into alliance zone when the hub is inactive. otherwise competent
556,4761,18,Zander,1.00,3.00,1.00,0.00,2.00,0.00,4.00,2.00,2.00,3.00,2.00,0.00,4.00,0.00,
627,4925,41,td,0.00,1.00,1.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,Bumper loose most of the match. later died.
503,4925,31,Jennifer,1.00,1.00,1.00,2.00,1.00,0.00,1.00,1.00,2.00,0.00,2.00,0.00,0.00,0.00,Got stuck on corner of trench. slow driving.
644,4925,10,Chloe,1.00,3.00,3.00,3.00,3.00,0.00,1.00,0.00,1.00,2.00,2.00,0.00,0.00,0.00,Broke down while shooting in teleop
442,4925,17,al,1.00,2.00,2.00,2.00,1.00,0.00,2.00,2.00,3.00,2.00,2.00,0.00,3.00,1.00,Got stuck
460,4925,35,rachel,1.00,1.00,3.00,2.00,2.00,0.00,3.00,1.00,3.00,2.00,1.00,0.00,2.00,0.00,Super slow shooting. took the whole 25 sec and still not empty slow.
478,4925,6,Jennifer,1.00,1.00,1.00,1.00,1.00,0.00,3.00,1.00,3.00,2.00,2.00,0.00,2.00,0.00,Good driving speed. collect and hold lots of balls. Can go underneath trench. very slow to shoot.
402,4925,23,scott,0.00,0.00,0.00,0.00,1.00,0.00,4.00,1.00,1.00,1.00,2.00,0.00,1.00,0.00,Had technical issues. Low shooting  speed and accuracy.
583,4925,45,Thomas,1.00,1.00,1.00,3.00,2.00,0.00,4.00,1.00,3.00,3.00,3.00,0.00,3.00,0.00,Can pick from the floor. Can go underneath trench. 
467,5902,42,rachel,1.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,God damn. they did nothing. 
646,5902,12,Chloe,1.00,2.00,2.00,3.00,2.00,0.00,3.00,2.00,2.00,3.00,2.00,0.00,3.00,1.00,"They confused. Kinda like Dori, forgetful but move forward all the same"
425,5902,46,potato james,1.00,2.00,2.00,2.00,2.00,0.00,4.00,2.00,2.00,1.00,2.00,0.00,3.00,2.00,"got defended into opposite zone, missed shooting cycle"
559,5902,21,Zander,1.00,1.00,1.00,2.00,1.00,0.00,4.00,1.00,2.00,2.00,2.00,0.00,3.00,0.00,Slow shooting
619,5902,33,DAB,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,2.00,1.00,0.00,2.00,1.00,"Slow, didn't shoot at first.  then shot a few, slow."
385,5902,5,Finn,1.00,2.00,2.00,0.00,2.00,0.00,5.00,1.00,2.00,1.00,1.00,0.00,1.00,0.00,Intake damaged during match but powered through to manage two or three cycles. Shooter very inaccurate.
554,5902,16,Thomas,2.00,3.00,3.00,3.00,3.00,0.00,5.00,3.00,3.00,3.00,3.00,0.00,5.00,3.00,Can pick from the floor. Can go underneath trench. Good feeder to endzone. Picks up fuel fast. Intake jam from retracting intake on fuel
565,5902,27,Thomas,1.00,1.00,2.00,3.00,1.00,0.00,5.00,1.00,2.00,1.00,1.00,0.00,2.00,0.00,Can pick from the floor. Good feeder to endzone. Can go underneath trench. damage itself
603,6324,17,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,3.00,3.00,0.00,5.00,0.00,Can pick from the floor. Picks up fuel fast. Good feeder to endzone. 
446,6324,21,rachel,1.00,1.00,3.00,2.00,3.00,0.00,4.00,1.00,3.00,2.00,2.00,0.00,4.00,0.00,Can hold a LOT of balls. very slow shooting though
473,6324,1,Ian,0.00,0.00,0.00,0.00,2.00,0.00,5.00,0.00,0.00,0.00,2.00,0.00,2.00,1.00,Had technical issues. Never shot a single ball; shooter likely broken. Only fed for the game and played no defense.
538,6324,47,Chloe,2.00,2.00,2.00,2.00,2.00,0.00,5.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,
405,6324,26,ybieal,1.00,2.00,3.00,3.00,2.00,0.00,6.00,2.00,2.00,3.00,0.00,0.00,3.00,0.00,pretty good.
522,6324,31,chloe,1.00,2.00,2.00,3.00,2.00,0.00,6.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,jambed on last cycle
417,6324,38,scott,0.00,0.00,0.00,0.00,0.00,0.00,10.00,3.00,3.00,3.00,0.00,0.00,4.00,0.00,"No auto, good shooting tele."
535,6762,44,Chloe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,doesn't do anything. DON'T PICK! 
626,6762,40,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Played defense.  not well
639,6762,5,Jean/Louis,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Putzed around and picked up a few fuel then shot them out randomly. Moved very slowly.
"
656,6762,22,Chloe,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,1.00,0.00,1.00,0.00,I'm a little derpy bot. a toddler who wants to help
411,6762,32,scott,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,"Pretty bad, not much activity."
500,6762,28,Ian,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,2.00,2.00,0.00,3.00,0.00,Never moved or fired fuel in auto. Got stuck on balks for a little bit in teleop. Did not play defense.
597,6762,11,DAB,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,2.00,1.00,0.00,1.00,0.00,Slow.  only picks up 3-4 at a time.
441,6762,16,al,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,1.00,2.00,1.00,0.00,2.00,1.00,shot few
406,6895,27,ybieal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,*6895
472,6895,47,jaaaaaaaaaaaaaaaaaaa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Played defense. 
485,6895,13,Ian,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,2.00,"Did not shoot or collect fuel. Was stuck on top of fuel for a time. Team 6895, not 6095 but I cannot seem to change the number."
509,6895,37,Ian,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,Robot never moved in auto. Barely moved in teleop. No fuel scored and no defense.
534,6895,43,Chloe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,no auto. beached for a while. did a lot of nothing. DON'T PICK! 
545,6895,7,Zander,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Didnt move
560,6895,22,Zander,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00, no auto. Didnt shoot at all. okay defense. 
604,6895,18,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Played defense. Can herd some fuel to end zone.
400,7314,21,scott,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,Can go underneath trench. Played defense. Caused a penalty. Yellow card.
435,7314,10,semaj,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,1.00,Got bullied and stuck
587,7314,1,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No show.
629,7314,43,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DON'T PICK! 
393,7314,14,scott,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,No auto. shoot high arc.
458,7314,33,rachel,1.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,1.00,0.00,can't score. not targeting correctly. got stuck on the hub for most of the time
497,7314,25,Ian,1.00,1.00,1.00,2.00,1.00,0.00,1.00,1.00,2.00,1.00,1.00,0.00,2.00,0.00,Likely had technical issues. Did not land a shot until the last 20 seconds of the game and missed most of them.
463,7674,38,James,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,3.00,0.00,4.00,1.00,
424,7674,45,potato james,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,0.00,1.00,2.00,0.00,0.00,0.00,
392,7674,13,scott,1.00,3.00,3.00,3.00,1.00,0.00,3.00,2.00,2.00,1.00,2.00,0.00,3.00,1.00,Dropped fuel a lot. Had technical issues. Shooter stopped midmatch.
572,7674,34,Thomas,0.00,2.00,2.00,0.00,1.00,0.00,3.00,2.00,2.00,3.00,3.00,0.00,3.00,1.00,Can pick from the floor. Good feeder to endzone. Can go underneath trench. please don't even try to pick. launch fuel into drivers area
563,7674,25,Thomas,0.00,2.00,1.00,0.00,1.00,0.00,4.00,2.00,2.00,3.00,2.00,0.00,2.00,3.00,Can pick from the floor. Good feeder to endzone. Dropped fuel a lot. Played defense. Shot fuel into the drivers area in autonomous
382,7674,2,Finn,1.00,2.00,1.00,0.00,1.00,0.00,5.00,2.00,2.00,1.00,1.00,0.00,2.00,0.00,"Got stuck on fuel and was freed. Missed most Tele shots.
"
502,7674,30,Ian,1.00,2.00,3.00,2.00,1.00,0.00,5.00,2.00,3.00,2.00,2.00,0.00,4.00,0.00,"Slow auto, but good teleop performance."
593,7674,7,DAB,1.00,1.00,1.00,2.00,1.00,0.00,6.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,"Kept  banging top of bot on the trench.
"
434,8046,9,semaj,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,2.00,in take stoped
496,8046,24,Ian,0.00,2.00,0.00,0.00,3.00,0.00,1.00,2.00,3.00,2.00,2.00,0.00,3.00,3.00,Mostly played defense. Got stuck on top of fuel in auto.
457,8046,32,rachel,2.00,2.00,2.00,2.00,2.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,4.00,0.00,Bumped into trench in auto and got some fouls. struggled to start shooting a lot
539,8046,1,Zander,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,2.00,2.00,2.00,0.00,3.00,0.00,Crossed the center line twice in auto. attempted L1 climb
632,8046,46,td,2.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,4.00,0.00,
551,8046,13,Zander,1.00,2.00,2.00,0.00,2.00,0.00,5.00,2.00,2.00,2.00,2.00,0.00,4.00,0.00,Got stuck in auto and shot into the abyss
614,8046,28,DAB,1.00,3.00,3.00,3.00,2.00,0.00,7.00,3.00,3.00,3.00,2.00,0.00,4.00,0.00,
510,8046,38,Ian,1.00,3.00,3.00,2.00,3.00,0.00,8.00,3.00,3.00,2.00,3.00,0.00,5.00,0.00,"Great auto and teleop performance. Sometimes the shooting was a little inaccurate, but they fired fast, in large amounts, and usually accurately."
520,8410,48,Ian,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
396,8410,17,ibalye,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,1.00,2.00,0.00,2.00,0.00,Can pick from the floor. 
448,8410,23,rachel,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Smashed intake on trench wall. causing it to break completely off. lost more parts then lost connection. very fragile
570,8410,32,Zander,1.00,2.00,2.00,2.00,1.00,0.00,1.00,2.00,2.00,2.00,1.00,0.00,0.00,0.00,Lost another giant piece of the robot
581,8410,43,Zander,1.00,1.00,1.00,0.00,1.00,0.00,2.00,1.00,2.00,1.00,2.00,0.00,1.00,0.00,Shooter no worky. they also actively avoided heliping a stuck teammate
453,8410,28,jjjjaaammmmeeessss,1.00,2.00,2.00,0.00,0.00,0.00,3.00,2.00,2.00,1.00,2.00,0.00,2.00,1.00,can't hi there shots
476,8410,4,Ian,0.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,2.00,2.00,2.00,0.00,3.00,0.00,Never moved or shot in auto. Slow shooter. Did not play defense. Fed for two cycles.
388,8410,8,Yeliabb,1.00,1.00,1.00,0.00,1.00,0.00,5.00,1.00,1.00,1.00,2.00,0.00,1.00,0.00,Shot one ball at a time
427,9055,2,rachel,1.00,2.00,2.00,1.00,2.00,0.00,0.00,1.00,1.00,0.00,2.00,0.00,1.00,0.00,Can't shoot. when did shoot overshot the hub. 
518,9055,46,Ian,2.00,2.00,2.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,4.00,Played defense in teleop. Good auto. Not good at scoring fuel in teleop.
612,9055,26,td,0.00,2.00,2.00,2.00,0.00,0.00,0.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,
621,9055,35,DAB,2.00,2.00,2.00,2.00,2.00,0.00,1.00,2.00,2.00,2.00,2.00,0.00,2.00,0.00,Shot three times and died.  was fairly accurate
447,9055,22,rachel,1.00,2.00,2.00,2.00,2.00,0.00,2.00,1.00,1.00,2.00,2.00,0.00,2.00,0.00,Bad index. always has 8 balls in their it can't use
642,9055,8,Chloe,1.00,1.00,2.00,3.00,1.00,0.00,3.00,2.00,1.00,2.00,2.00,0.00,1.00,0.00,drive team is inefficient.
513,9055,41,Jennifer,1.00,3.00,3.00,2.00,2.00,0.00,4.00,1.00,1.00,2.00,2.00,0.00,2.00,0.00,Not great at picking up. can hold small amount. can push balls to human players.
552,9055,14,Thomas,1.00,1.00,1.00,2.00,2.00,0.00,4.00,2.00,1.00,2.00,2.00,0.00,2.00,3.00,Can pick from the floor. Can go underneath trench. Good feeder to endzone. Its mediocre probably don't pick it
404,9056,25,scott,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,DON'T PICK! Did nothing except push a few balls around.
456,9056,31,rachel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,Tried to fit under trench. too tall to fit under trench. got stuck on trench and had to wiggle out
487,9056,15,Ian,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,"Never moved in auto. Shot no fuel, I think, for the entire game and didn't play defense or feed. Collected around 5 fuel in total."
516,9056,44,Jennifer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,Had technical issues. Box bot. defense only. 2 edges of bumper dragging on floor. 
589,9056,3,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Spit out balls after auto, then moved like a turtle. didn't shoot."
622,9056,36,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Played defense.  bumpers are coming off
643,9056,9,Chloe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No robot on the field.
410,9443,31,scott,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,No auto. Never shot. pushed balls around in the middle.
450,9443,25,rachel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,all it did was give bal!s to the human players. then died on the other side
483,9443,11,Jennifer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,"Jerky. played some defense, pushed some balls to the Alliance. pushed some to human players"
557,9443,19,Zander,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,Intake got jammed. resorted to defense
579,9443,41,Zander,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,No intake to start. then intake fell off. got a pinning penalty.
584,9443,46,Thomas,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,Broke down and nothing else :(
462,9443,37,James,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,3.00,2.00,2.00,0.00,0.00,0.00,Played defense. Broke down. 
640,9443,6,Jean/Louis,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Had technical issues.  finally started pushing fuel to Alliance's side at very end. J
399,11157,20,ibalye,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,it moved.
599,11157,13,scott,0.00,2.00,1.00,3.00,1.00,0.00,0.00,2.00,1.00,2.00,2.00,0.00,3.00,0.00,
636,11157,2,Jean/Louis,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Team not present (no driver either). J
389,11157,9,Yeliabb,2.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,0.00,1.00,0.00,horrible accuracy.
569,11157,31,Zander,1.00,3.00,2.00,2.00,1.00,0.00,1.00,3.00,2.00,2.00,2.00,0.00,2.00,3.00,Intake got jammed. they pushed some balls and played good defense. 
527,11157,36,Jean/Louis,1.00,3.00,1.00,3.00,2.00,0.00,2.00,3.00,2.00,2.00,2.00,0.00,2.00,2.00,made an odd choice at the beginning. they chose to shoot fuel over to their side when their hub was active. played some defense when hub inactive and was so-so on that.
532,11157,41,Chloe,1.00,2.00,2.00,2.00,2.00,0.00,3.00,2.00,1.00,1.00,2.00,0.00,1.00,0.00,meh. Missed shooting fuel into hub a lot. shot fuel towards opponent zone at one point
588,11336,2,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Bot didn't move.  may have spit out balls after auto.
602,11336,16,td,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,
493,11336,21,Jennifer,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,1.00,2.00,1.00,0.00,1.00,0.00,Slow pickup. stopped shooting at end. 
661,11336,27,Jean,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,1.00,1.00,0.00,1.00,0.00,"Trajectory sent fuel over the hub into the net, down the back. they were on a leisurely stroll through the field."
433,11336,8,semaj,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,1.00,2.00,1.00,3.00,1.00,its 11336  no auto
470,11336,45,rachel,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,1.00,1.00,1.00,1.00,0.00,Shooting the balls everywhere
577,11336,39,Zander,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,1.00,2.00,1.00,2.00,0.00,
523,11336,32,chloe,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.00,2.00,2.00,2.00,1.00,4.00,0.00,noice.
