ID,TeamNumber,MatchNumber,ScoutName,AutoNumberOfCycles,AutoShootingSpeed,AutoBallsPerCycle,AutoAccuracy,AutoRobotSpeed,AutoClimbingLevel,TeleNumberOfCycles,TeleShootingSpeed,TeleBallsPerCycle,TeleAccuracy,TeleRobotSpeed,TeleClimbingLevel,Score,DefenseScore,Comments
816,2370,80,thomas,1.00,2.00,2.00,2.00,2.00,0.00,1.00,2.00,2.00,3.00,2.00,0.00,3.00,3.00,Turret shooter. can shoot from bump if defended. almost can full court feed while hoovering. 
817,11175,80,Patrick ,0.00,2.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,5.00,Played defense. Played defense. Played defense. Played defense. 
818,10254,81,Aurelia,1.00,2.00,2.00,3.00,2.00,0.00,3.00,3.00,3.00,2.00,2.00,0.00,2.00,0.00,Can pick from the floor. Picks up fuel fast. 
819,2876,81,Jennifer,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,4.00,4.00,Played defense. On opposing alliance field. only moved to middle in auto. can push balls into alliance. Can go underneath trench. 
820,2079,82,Aurelia,2.00,3.00,3.00,2.00,3.00,0.00,7.00,3.00,2.00,2.00,3.00,0.00,3.00,2.00,Can pick from the floor. Picks up fuel fast. 
821,155,82,Jennifer,1.00,2.00,1.00,2.00,2.00,0.00,5.00,3.00,2.00,3.00,3.00,0.00,4.00,0.00,Feeding by shooting from middle or endzone. 
822,3623,83,Aurelia,1.00,2.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,Played defense. Can go underneath trench. 
823,571,83,Jennifer,2.00,3.00,3.00,3.00,3.00,0.00,1.00,2.00,2.00,3.00,3.00,0.00,4.00,4.00,Feed by shooting from middle. then play defense. and push balls into human players. maybe did defense to keep that alliance score low?
824,1073,84,Aurelia,1.00,3.00,2.00,0.00,2.00,0.00,6.00,3.00,3.00,2.00,2.00,0.00,3.00,2.00,Can pick from the floor. Can go underneath trench. Picks up fuel fast. 
825,133,84,Jennifer,1.00,3.00,3.00,3.00,3.00,0.00,10.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Excellent!!! pick me for sure. 
826,5687,85,Aurelia,1.00,3.00,3.00,3.00,3.00,0.00,7.00,3.00,3.00,3.00,3.00,0.00,5.00,1.00,Can pick from the floor. Can pick from the outpost. Picks up fuel fast. Can go underneath trench. 
827,7127,85,Jennifer,1.00,0.00,2.00,3.00,3.00,0.00,2.00,2.00,2.00,2.00,3.00,0.00,2.00,0.00,Push fuel to endzone. stuck on ramp 2x. 
828,348,86,James the pear 23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Played defense. Kept hitting another robot.
829,2713,86,Jennifer,2.00,3.00,3.00,3.00,3.00,0.00,7.00,3.00,3.00,3.00,3.00,0.00,4.00,0.00,Turet. feed from middle by shooting.
830,236,87,James the pear 23,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,3.00,2.00,0.00,2.00,0.00,
831,9710,87,Jennifer,1.00,1.00,0.00,0.00,1.00,0.00,3.00,2.00,2.00,2.00,3.00,0.00,3.00,0.00,
832,2876,88,James the pear 23,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,3.00,2.00,2.00,0.00,0.00,0.00,
833,10910,88,Jennifer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Robot didn't come.
834,509,89,James the pear 23,1.00,2.00,1.00,3.00,0.00,0.00,4.00,2.00,2.00,3.00,3.00,0.00,3.00,0.00,"Tends to move slower while holding balls, otherwise fast when they are going across the field."
835,3146,89,Jennifer,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,3rd pick 
836,5000,90,James the pear 23,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,2.00,3.00,3.00,0.00,3.00,0.00,Good robot.
837,10063,90,Jennifer,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,2.00,3.00,Pushed fuel 3x to endzone. and did defense.
838,8724,91,Aurelia,0.00,0.00,0.00,0.00,0.00,0.00,7.00,2.00,2.00,2.00,2.00,0.00,2.00,1.00,Can pick from the floor. Can go underneath trench. 
839,6324,91,Jean,2.00,3.00,3.00,3.00,3.00,0.00,7.00,3.00,3.00,3.00,3.00,0.00,4.00,0.00,"During off, collects and shoots fuel, sometimes from opposing alliance side.  very good offensive bot."
840,9644,92,Aurelia,2.00,3.00,2.00,2.00,3.00,0.00,8.00,3.00,2.00,2.00,3.00,0.00,3.00,2.00,Can pick from the floor. Picks up fuel fast. Can go underneath trench. 
841,175,92,Jean,1.00,2.00,1.00,3.00,1.00,0.00,5.00,2.00,3.00,2.00,2.00,0.00,2.00,0.00,Missed probably 40% of shots.  it was like the robot wasn't lined up correctly with QR codes.
842,10910,93,Aurelia,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Broke down. Had technical issues. barely moved 
843,1768,93,Jean,2.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Intake broke right after auto.  spent the rest of the match pushing fuel towards their alliance end.
844,3146,94,Aurelia,1.00,3.00,2.00,2.00,2.00,0.00,4.00,2.00,2.00,3.00,3.00,0.00,3.00,1.00,Can pick from the floor. Picks up fuel fast. Can go underneath trench. 
845,509,94,Jean,2.00,2.00,1.00,2.00,2.00,0.00,1.00,2.00,1.00,2.00,3.00,0.00,0.00,4.00,played counter defense protecting Outliers.  did a good job keeping two opposing bots away from 5687.
846,151,95,Aurelia,2.00,2.00,2.00,1.00,2.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,2.00,0.00,Can pick from the floor. Can go underneath trench. 
847,125,95,Jean,2.00,0.00,0.00,0.00,0.00,0.00,5.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,"Feeds and shoots at same time, so was continuously shooting during active portions."
848,5000,96,James the pear 24,1.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,3.00,3.00,2.00,0.00,3.00,0.00,Picks up fuel fast. 
849,2370,96,thomas,0.00,0.00,0.00,0.00,0.00,0.00,4.00,3.00,2.00,3.00,3.00,0.00,5.00,0.00,Can go underneath trench. Can pick from the floor. Good feeder to endzone. Picks up fuel fast. 
850,4925,97,James the pear 24,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,2.00,0.00,2.00,0.00,2.00,0.00,
851,5813,99,James the pear 24,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,3.00,2.00,0.00,0.00,3.00,0.00,Can pick from the floor. 
852,125,1,Bailey,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,1.00,2.00,0.00,0.00,0.00,0.00,
853,1512,2,Bailey,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,2.00,2.00,3.00,0.00,3.00,0.00,Broke down. 
854,5112,3,Bailey,2.00,1.00,2.00,2.00,1.00,0.00,3.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,Stayed on the opposing teams side for a majority of the mach. They got stuck and were just shooting balls from that side up until the last few seconds of the match.
855,2713,4,Bailey,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,1.00,3.00,0.00,3.00,0.00,doesn't pick up many balls. Accuracy is poor.  Stealing as many balls as possible from them might be something we can do.
856,2370,5,Baileydu,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,did okay.
857,3146,6,Jean,2.00,2.00,2.00,2.00,1.00,0.00,6.00,2.00,2.00,3.00,2.00,0.00,3.00,1.00,"strategy : during ""on"" get would do a quick sweep in front of hub and go back to shoot.  during ""off"" they would sweep the neutral zone, shoot over to their side, sweep and go to opponent's side to interfere, then head back to shoot.  "
858,230,7,Jean,1.00,3.00,3.00,3.00,2.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,3.00,0.00,"strategy:
on: quick swipe through middle of neutral zone and back to shoot.
off: no consistent pattern. swipe through neutral zone then shoot over to their side of the field.

was defended against, so didn't score as much as able to."
859,1058,8,Jean,0.00,0.00,0.00,0.00,0.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,2.00,0.00,"auto didn't pick up balls and didn't make it back from neutral zone.  

driving during teleop seemed glitchy. 

during off: runaround neutral zone and shoot back to their side."
860,8708,9,Jean,2.00,3.00,2.00,1.00,2.00,0.00,4.00,3.00,2.00,1.00,2.00,0.00,1.00,0.00,"missed a lot of shots.
Off:  run down the right side of field to opposing side, pick up fuel, and shoot it back to neutral zone
On: pick up fuel while running through neutral zone (straight line) over to alliance and then shoot.  missed the hub a lot"
861,175,10,Jean,2.00,2.00,2.00,0.00,1.00,0.00,5.00,2.00,2.00,1.00,2.00,1.00,1.00,0.00,"Auto: shot from trench, but missed the hub both times.
On: get fuel in neutral zone , go under trench, shoot from near trench.  finally started going away from trench and became slightly more accurate.
Off: get fuel in n zone and shoot to their side"
862,151,11,Jean,1.00,2.00,1.00,1.00,1.00,0.00,2.00,3.00,2.00,3.00,2.00,0.00,1.00,1.00,played defense and was lousy. went back to their side during last 30 seconds and started shooting.
863,5000,12,Jean,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,"Auto didn't work.

runs alongside drivers station shooting into hub at same time. put a robot along the back wall to block their path."
864,58,13,Jean,1.00,2.00,2.00,3.00,2.00,0.00,3.00,2.00,2.00,3.00,2.00,0.00,0.00,2.00,"at times pushed fuel into opposing area. 
off: would go into opposing area play defense and steal fuel.
on: would shoot from neutral zone to feed alliance"
865,11175,14,Jean,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Robot drive from field before match started. missed the match.
866,155,15,Jean,1.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,I think the intake broke during auto.  It shot the remaining fuel after auto and then drove around inefficiently pushing fuel.
867,133,16,Jean,2.00,2.00,3.00,2.00,1.00,0.00,4.00,2.00,3.00,2.00,0.00,0.00,5.00,0.00,woooooooooooo we won!!!!!
868,5000,17,rachel,2.00,2.00,2.00,2.00,2.00,0.00,1.00,2.00,2.00,3.00,2.00,0.00,0.00,0.00,Slammed something into the trench. now can't shoot
869,58,18,rachel,2.00,1.00,1.00,1.00,1.00,0.00,3.00,1.00,1.00,2.00,2.00,0.00,2.00,0.00,Very slow shooter
870,10063,19,rachel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,Just.... there
871,10910,20,rachel,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,a lot of spinning in the middle
872,8708,21,baik,2.00,0.00,0.00,0.00,0.00,0.00,3.00,1.00,1.00,1.00,2.00,0.00,1.00,0.00,Missed shooting fuel into hub a lot. 
873,1512,22,baik,1.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,2.00,0.00,1.00,0.00,Can pick from the floor. 
874,3654,23,baik,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,1.00,2.00,2.00,0.00,3.00,0.00,Decent.
875,2876,24,baik,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,almost broke a robot.
876,4605,25,baik,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,Can pick from the floor. 
877,9710,26,Zander,0.00,0.00,0.00,0.00,1.00,0.00,1.00,2.00,3.00,2.00,2.00,0.00,2.00,0.00,barely moved in auto. seemed surprised when their shooter worked in endgame and scored once. 
878,2067,27,Zander,1.00,2.00,3.00,3.00,2.00,0.00,9.00,2.00,3.00,3.00,3.00,0.00,3.00,0.00,Can pick from the floor. 
879,2079,28,thomas,1.00,3.00,3.00,3.00,2.00,0.00,4.00,3.00,3.00,3.00,3.00,0.00,4.00,0.00,Can pick from the floor. Played defense. 
880,11175,29,terri,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,did a great job as a defense bot
881,1729,30,thomas ,1.00,2.00,2.00,3.00,2.00,0.00,0.00,2.00,1.00,0.00,2.00,0.00,0.00,3.00,Can pick from the floor. Good feeder to endzone. 
882,5112,31,too tired (`~`)-bail,0.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,2.00,3.00,0.00,2.00,0.00,Can pick from the floor. 
883,78,32,too tired (`~`)-bail,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,1.00,0.00,2.00,0.00,2.00,0.00,Dropped fuel a lot. 
884,173,33,too tired (`~`)-bail,0.00,0.00,0.00,0.00,0.00,0.00,3.00,3.00,1.00,2.00,0.00,0.00,2.00,0.00,"Can hold a lot of balls, but only shoots 3-4 at a time. Also played defense more than shooting."
885,1768,34,too tired (`~`)-bail,2.00,2.00,3.00,2.00,2.00,0.00,4.00,3.00,3.00,2.00,3.00,0.00,4.00,0.00,Picks up fuel fast. 
886,5687,35,too tired (`~`)-bail,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,"Picks up fuel fast. Can hold and shoot a lot, and was a big part of the high score."
887,236,36,too tired (`~`)-bail,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,2.00,2.00,3.00,0.00,2.00,0.00,Can pick from the floor. 
888,151,37,too tired (`~`)-bail,1.00,2.00,1.00,0.00,1.00,0.00,4.00,1.00,2.00,2.00,2.00,0.00,2.00,0.00,Good feeder to endzone. 
889,3958,38,too tired (`~`)-bail,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,4.00,Got bumped in auto. pretty good at defence. was successfully annoying and got no fouls 
890,4905,39,rachel,0.00,0.00,0.00,0.00,0.00,0.00,4.00,1.00,1.00,2.00,2.00,0.00,2.00,0.00,no storage for balls. was shooting with 5 in the tank
891,133,40,rachel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,DON'T PICK! 
892,8709,44,b@!l3y (✓`∆`)✓,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Can pick from the floor. 
893,151,45,b@!l3y (✓`∆`)✓,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,Only defended.
894,3623,46,b@!l3y (✓`∆`)✓,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
895,571,47,b@!l3y (✓`∆`)✓,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,2.00,0.00,2.00,0.00,Can pick from the floor. 
896,236,48,b@!l3y (✓`∆`)✓,2.00,2.00,1.00,2.00,0.00,0.00,7.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,Good robot.
897,1768,49,b@!l3y (✓`∆`)✓,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,3.00,3.00,2.00,0.00,3.00,0.00,Good accuracy.
898,10063,50,b@!l3y (✓`∆`)✓,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,Can pick from the floor. Good feeder to endzone. 
899,5687,51,DAB,2.00,3.00,3.00,3.00,3.00,0.00,8.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,If filled to capacity does not fit under trench. 
900,9710,52,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,Played defense. 
901,1729,53,DAB,1.00,2.00,3.00,3.00,2.00,0.00,3.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,"Its inconceivable, they had large capacity, medium speed shooting,  too large to fit under the trench."
902,2079,54,DAB,2.00,3.00,2.00,3.00,3.00,0.00,6.00,3.00,3.00,3.00,2.00,0.00,5.00,0.00,"didn't shoot all their balls out during auto. could still shoot when pushed, no trench when full."
903,172,55,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,Played defense. 
904,4925,56,DAB,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,2.00,1.00,0.00,2.00,0.00,"Stole balls on other side, then got stuck on their ramp."
905,8567,57,DAB,1.00,1.00,1.00,3.00,1.00,0.00,1.00,1.00,1.00,1.00,2.00,0.00,2.00,3.00,"Played some defense, stole balls from other side and shot into midfield."
906,3623,58,DAB,1.00,1.00,1.00,1.00,1.00,0.00,2.00,1.00,1.00,1.00,1.00,0.00,1.00,0.00,"Ho hum, didn't shoot or score much, drove around the whole field a bit."
907,9710,59,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Played defense. 
908,7127,60,DAB,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,"Slow bot, but accurate.  didn't really do much first minute( including auto.)"
909,173,61,terri,1.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,2.00,2.00,0.00,2.00,0.00,Plays defense well. got stuck on fuel.
910,8709,62,terri,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,2.00,2.00,2.00,0.00,4.00,0.00,
911,175,63,terri,1.00,2.00,2.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,"played defense against 125, so 125 put another bot to play counter defense. 125 lost the match."
912,10910,64,terri,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"No auto.

they roamed and pushed fuel (~15each) into the opposing alliance 3 times.  ouch"
913,8567,65,terri,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,Feeding\herding\defense. not very good
914,78,66,terri,2.00,2.00,2.00,2.00,2.00,0.00,6.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,
915,2370,67,terri,2.00,3.00,3.00,3.00,3.00,0.00,8.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,hub side shooter. very fast robot.
916,2067,68,terri,1.00,3.00,3.00,3.00,3.00,0.00,4.00,3.00,3.00,3.00,3.00,0.00,0.00,5.00,"team got yellow card earlier. this match they were heavily defended. some shooting off a bit, in the air but missing hub."
917,5000,69,terri,2.00,3.00,3.00,3.00,3.00,0.00,5.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,Awesome robot
918,6324,70,terri,2.00,3.00,3.00,3.00,3.00,0.00,1.00,3.00,3.00,3.00,3.00,0.00,0.00,0.00,Got hit by 2176 and died
919,5112,71,DAB,1.00,2.00,2.00,3.00,1.00,0.00,1.00,2.00,2.00,1.00,1.00,0.00,0.00,2.00,Played defense. All 3 bots in Alliance took short turns at defence
920,3623,72,DAB,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Played defense. 
921,4905,73,DAB,2.00,2.00,2.00,2.00,2.00,0.00,6.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,
922,11175,74,DAB,1.00,1.00,1.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Played defense. Exciting ending.  went back to own side, parked on hump to prevent other side from entering , followed them back and flew off the hump on top of them.  glad it was not us."
923,195,75,DAB,2.00,3.00,3.00,3.00,3.00,0.00,6.00,3.00,2.00,3.00,3.00,0.00,0.00,4.00,Weren't  filling to capacity.   shot balls into bot on other side of trench.
924,2713,76,DAB,0.00,0.00,0.00,0.00,0.00,0.00,6.00,2.00,2.00,2.00,2.00,0.00,4.00,0.00,"Sorry not totally watching, Bert was playing."
925,1073,77,DAB,1.00,1.00,1.00,3.00,1.00,0.00,2.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,
926,509,78,DAB,1.00,1.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,Played defense. Fed balls away from other side.
927,3654,79,DAB,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,Played defense. Didn't move during auto. ok defense no pinning.
928,8709,80,DAB,1.00,2.00,2.00,3.00,2.00,0.00,2.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,"Intake broke cookedly, could still shoot"
929,9644,81,rachel,1.00,3.00,2.00,2.00,3.00,0.00,2.00,2.00,2.00,2.00,3.00,0.00,1.00,3.00,Very fast. ran into the trench wall a couple times
930,10063,82,rachel,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,Not great. 
931,8724,83,rachel,0.00,0.00,0.00,0.00,1.00,0.00,6.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,"Not great at anything. struggles picking up balls, struggles shooting"
932,58,1,Nate,2.00,1.00,1.00,3.00,2.00,0.00,3.00,3.00,1.00,2.00,2.00,0.00,1.00,3.00,Played defense. Had technical issues. Looked like they were having trouble picking up fuel and when they noticed they immediately started playing decent defense.
933,8567,84,rachel,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,2.00,Got a pinning penalty
934,1058,85,rachel,2.00,2.00,2.00,2.00,2.00,0.00,2.00,2.00,2.00,2.00,2.00,0.00,2.00,1.00,Intake problems. couldn't pick up anythjng
935,8708,86,jjames,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,2.00,2.00,2.00,0.00,2.00,0.00,No auto
936,3958,87,jjames,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,Played defense. 
937,155,2,Nate,1.00,2.00,1.00,3.00,1.00,0.00,1.00,1.00,2.00,3.00,2.00,0.00,1.00,0.00,"Stayed in middle plowing fuel a majority of the match, when shooting it was slow and accurate but barely did anything during the entire match."
938,5813,88,jjames,1.00,2.00,2.00,2.00,3.00,0.00,6.00,3.00,2.00,3.00,3.00,0.00,4.00,0.00,Picks up fuel fast. 
939,11175,3,Nate,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Played defense. Had technical issues. Was browning out and basically didn't do anything the entire match, might have slightly slowed the enemies down but not enough to matter."
940,2170,89,jjames,1.00,2.00,1.00,2.00,2.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,Can pick from the floor. 
941,3958,4,Nate,2.00,1.00,1.00,1.00,2.00,0.00,1.00,2.00,1.00,3.00,2.00,0.00,0.00,2.00,"Went to middle and was pushing balls a majority of the match, it also played a little bit of defense and did a decent job at stopping red for a few seconds"
942,131,90,jjames,1.00,3.00,3.00,2.00,2.00,0.00,4.00,3.00,3.00,2.00,2.00,0.00,4.00,0.00,Stared with balls on top instead of in?
943,4925,91,Joyce,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,3.00,2.00,2.00,0.00,3.00,0.00,I missed auto. Good feeder to endzone. 
944,172,92,Joyce,0.00,0.00,3.00,0.00,0.00,0.00,4.00,2.00,2.00,2.00,2.00,0.00,2.00,0.00,i missed auto. Shot over driver station by mistake. 
945,3958,93,Joyce,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,Played defense. 
946,236,5,Nate,1.00,2.00,3.00,3.00,2.00,0.00,8.00,2.00,3.00,3.00,2.00,0.00,5.00,0.00,"Really accurate and huge hopper capacity, only weakness would be hitting their corner due to how they agitate. "
947,348,94,Joyce,1.00,2.00,2.00,2.00,1.00,0.00,2.00,2.00,2.00,1.00,2.00,0.00,0.00,3.00,Played defense. 
948,133,6,Nate,2.00,3.00,3.00,3.00,2.00,0.00,8.00,3.00,2.00,3.00,2.00,0.00,4.00,0.00,"had a few points where the bot wasn't shooting far enough to score a few of the balls and got hit in autonomous causing us to not get a full auto, we also need to push the fuel into the midfield for our side instead of leaving it in the trench as it "
949,151,95,Joyce,1.00,2.00,1.00,2.00,1.00,0.00,3.00,2.00,2.00,1.00,2.00,0.00,1.00,2.00,Attempted defense. Can pick from the outpost. 
950,9710,7,Nate,1.00,1.00,1.00,0.00,1.00,0.00,1.00,1.00,1.00,2.00,2.00,0.00,1.00,5.00,"Played some insane defense being a major nuisance, at last 30 seconds went back to own side and shot a few balls but looks to have agitation issues. "
951,571,96,James,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,3.00,2.00,2.00,0.00,3.00,0.00,Got stuck in auto 
952,1058,97,James,2.00,2.00,2.00,2.00,2.00,0.00,3.00,2.00,3.00,3.00,2.00,0.00,4.00,0.00,Can go underneath trench. 
953,4311,99,James,0.00,0.00,0.00,0.00,0.00,0.00,5.00,2.00,3.00,2.00,2.00,0.00,3.00,0.00,Got stuck no auto
954,230,100,James,2.00,3.00,2.00,2.00,2.00,0.00,5.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,Good night
955,8567,8,Nate,1.00,1.00,1.00,0.00,1.00,0.00,3.00,2.00,2.00,2.00,2.00,0.00,1.00,2.00,immediately got stuck on fuel and then stole balls from other side but wasn't good at disrupting the other robots.
956,195,9,Nate,1.00,0.00,0.00,0.00,0.00,0.00,8.00,3.00,3.00,3.00,3.00,0.00,5.00,0.00,"Insane robot, had a issue in autonomous and got a-stopped but ended the match with 699 points with 131 and 5687, based on what I saw it doesn't get pushed around when defensed against"
957,5112,10,Nate,2.00,1.00,1.00,3.00,2.00,0.00,1.00,2.00,1.00,2.00,2.00,0.00,2.00,0.00,Halfway through the match got hit and ended up turning off. shot a bit where it was out of my vision but wasn't fast or accurate.
958,3654,11,Nate,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,2.00,1.00,0.00,2.00,0.00,"Good at shuffling fuel, mid zone defense and regular defense.
"
959,2170,12,Nate,1.00,1.00,2.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"Drove around aimlessly, then broke their intake and got stuck under trench. "
960,3146,13,Nate,2.00,1.00,1.00,1.00,1.00,0.00,2.00,1.00,2.00,1.00,2.00,0.00,2.00,0.00,Single non swivel shooter 
961,173,14,Nate,1.00,1.00,1.00,3.00,0.00,0.00,1.00,2.00,2.00,2.00,2.00,0.00,0.00,0.00,"Full court feeder, turret, puts up points too. middle pos auto. not a bad second pick"
962,8708,15,Nate,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"missed all auto, cycled once in tele, and then died..."
963,78,16,Nate,1.00,2.00,2.00,3.00,2.00,0.00,5.00,3.00,3.00,2.00,2.00,0.00,0.00,0.00,"Robot is decent but if anyone plays a decent defense against it, they end up not being super useful and start missing a bunch of shots."
964,7127,17,Nate,1.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,2.00,3.00,2.00,0.00,3.00,0.00,Match had issue where screen never displayed the progress get was made possibly causing misjudgment during the match of what to do.
965,175,18,Nate,1.00,0.00,0.00,0.00,0.00,1.00,5.00,2.00,2.00,2.00,2.00,0.00,3.00,0.00,"Very mediocre all around, doesn't pick up much and would be easily defended against because of how they aim, a small tap makes them very inaccurate."
